CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;110.851;31.4984;10.6209;10.4081;419.588;284;487.995;852.7
00:00;104.054;31.3218;10.3629;9.26601;323.213;292.41;459.094;801.9
01:00;92.6433;28.5233;11.2321;9.85666;306.713;313.532;449.57;776
02:00;65.0744;36.52;10.0113;10.2168;270.788;241.6;253.753;450.9
03:00;46.3283;38.3713;10.9563;10.5058;244.518;230.1;149.617;273.7
04:00;46.1073;30.7513;8.64258;10.5165;253.944;204.3;177.688;316.2
05:00;49.388;29.8525;6.72215;10.1012;271.341;175.8;184.24;329.4
06:00;47.7235;44.5364;7.17817;9.4658;284.42;180.7;162.049;293.9
07:00;60.424;34.9411;7.04431;9.01873;277.259;184.7;301.308;518.4
08:00;67.9859;30.0523;7.40158;8.64856;321.797;192.9;365.633;623.7
09:00;82.0221;32.4459;6.80895;8.09567;343.117;184.8;403.163;694.9
10:00;69.5432;42.2991;6.55354;7.66345;265.038;219.3;200.051;373.7
11:00;57.0859;46.9926;11.7249;7.75952;271.827;238.3;63.536;153.6
12:00;58.3048;37.4498;19.3636;9.09965;237.396;194.6;43.3866;124.3
13:00;58.1269;31.546;27.2513;11.6658;271.352;183;29.6533;103.2
14:00;67.7666;29.0071;28.8366;14.3731;254.843;168.3;25.0287;105.8
15:00;77.7669;32.8857;24.8249;16.5957;308.477;185.5;26.6158;118.2
16:00;88.5219;32.2544;16.8394;17.7754;374.913;173.3;22.8724;123.3
17:00;108.902;32.576;10.0231;18.1772;387.794;191.8;113.846;281.9
18:00;122.004;59.9367;6.4862;18.1688;336.339;247;152.147;353.2
19:00;131.836;70.4623;8.11055;17.717;279.042;319.321;244.074;502.8
