CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;54.9265;2.7568;2.41711;45.0181;48.9957;48.387;103.993;213
02:00;42.3421;2.58762;2.24722;38.2126;53.0892;52.446;70.4063;149.3
03:00;33.333;1.90946;3.11347;30.3138;48.7128;48.09;12.0575;51.7
04:00;25.6225;1.55914;4.80613;22.1258;43.1735;42.645;3.08217;30.3
05:00;20.3894;1.31009;9.42316;15.7525;45.7488;45.12;3.2571;25.4
06:00;16.938;1.74417;7.99034;9.74578;34.1119;33.636;2.48188;20.7
07:00;19.3633;1.41459;9.65483;5.38001;30.2417;27.72;5.57305;27.9
08:00;13.966;1.07989;7.48294;5.8919;25.2068;24.825;6.02959;23.1
09:00;11.1655;1.53242;17.919;7.82964;23.1041;22.746;6.51592;21.1
10:00;10.3647;1.35351;24.0204;10.5513;26.5455;26.112;5.25853;18.5
11:00;12.0105;1.5466;33.6839;14.3726;26.9763;26.607;4.91076;19.4
12:00;9.78978;1.37438;41.6645;18.9799;19.1125;18.786;2.94708;14.2
13:00;6.5871;1.46475;64.0913;25.8134;18.1948;10.62;1.66856;9.2
14:00;4.49449;1.455;94.1223;36.5799;19.0203;18.687;1.1372;6.2
15:00;6.59347;1.40373;110.149;49.1417;18.0973;9.54;1.14205;8.3
16:00;7.80929;1.59787;112.858;62.3135;16.7979;7.2;1.11434;9.5
17:00;4.02261;1.16525;114.821;74.4263;16.0852;5.4;0.806396;5.2
18:00;4.00348;1.4882;114.805;85.7744;13.3568;5.4;0.657795;5.1
19:00;10.1703;1.35205;109.234;95.2181;12.1847;7.38;1.07762;11.9
20:00;66.6213;2.00248;100.049;102.516;16.5997;5.4;38.8181;125.6
21:00;91.0046;2.48377;33.6319;98.7088;40.0033;20.7;90.5464;228.6
22:00;80.5702;2.78166;2.93387;87.3102;63.8153;27.54;117.906;259.8
23:00;61.7469;2.60783;2.54645;73.8599;42.3188;31.86;89.6603;198
00:00;48.0216;2.587;2.26119;60.0353;34.2212;32.22;97.4905;196.2
01:00;42.5478;2.24069;1.7386;45.9;30.3338;29.874;83.5791;169.6
