CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;42;10;10;14.625;88;85;10;56
00:00;39;10;8;10.75;72;70;8;51
01:00;32;7;11;10;44;43;5;39
02:00;23;6;43;8.57143;17;16;3;27
03:00;14;5;44;13.4286;13;3;1;16
04:00;15;5;40;18.8571;15;12;2;17
05:00;19;6;37;23.7143;21;12;2;21
06:00;19;5;33;27.5714;28;27;3;24
07:00;23;7;30;30.8571;35;31;4;29
08:00;27;8;31;34;33;25;7;37
09:00;29;10;39;36.8571;30;26;10;44
10:00;26;10;43;37.125;22;21;10;41
11:00;24;11;40;37.125;20;15;10;39
12:00;28;14;40;36.625;21;19;12;45
13:00;27;11;37;36.625;23;18;13;46
14:00;28;18;41;36.625;21;20;16;53
15:00;26;5;32;37.625;22;19;12;44
16:00;37;3;40;37.875;20;15;18;63
17:00;40;2;39;39;25;15;15;62
18:00;40;3;28;39;28;21;13;60
19:00;51;3;23;37.125;30;20;23;86
20:00;57;4;38;35;24;24;25;95
21:00;35;3;54;34.75;26;18;8;47
22:00;18;2;59;36.875;21;12;3;22
23:00;14;1;58;39.125;20;11;2;17
