CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;5.55124;65.2805;107.313;84.8267;125.535;1517.4;1316.57;257.1
00:00;5.22402;62.0885;91.4407;75.0085;69.5532;1144.47;1324.53;168.4
01:00;5.02937;54.7262;85.6955;71.2922;46.6617;1091.19;1326.99;126.1
02:00;4.75556;43.5846;88.9265;74.9966;30.9793;1047.17;1302.2;91
03:00;4.37275;40.4845;73.995;62.1232;14.4191;852.001;1239.26;62.5
04:00;4.32214;41.9684;88.8405;74.7269;22.7636;925.274;1217.36;76.8
05:00;4.07417;35.2668;86.1805;73.2717;19.4134;869.191;1155.93;64.9
06:00;3.97714;45.607;79.5553;66.7649;69.5767;1002.44;1056.14;151.9
07:00;4.09458;47.3703;76.2816;59.6748;155.491;1248.1;1022.48;285
08:00;4.43296;64.1901;73.1232;51.1463;239.078;1654.06;1086.18;430.779
09:00;4.28789;59.1674;83.1247;53.8652;194.211;1294.93;1111.65;356.98
10:00;4.23749;46.6576;93.5498;62.7594;146.724;1192.04;1129.75;271.722
11:00;4.21788;65.2173;106.437;67.6186;181.036;1180.19;1170.78;342.92
12:00;3.72622;62.32;93.1793;59.5423;142.521;1098.06;1192.38;280.793
13:00;2.92246;68.4602;83.7512;50.0993;139.699;946.65;1202.06;282.706
14:00;2.42484;74.5462;77.0831;46.8789;128.062;841.093;1181.89;270.624
15:00;2.27352;79.4595;76.9271;45.8142;125.756;930.03;1142.13;272.29
16:00;2.24356;75.0699;60.1425;36.5749;102.509;941.923;1053.11;232.154
17:00;2.29971;76.1056;63.7408;37.4675;103.961;1010.7;1017.59;235.439
18:00;2.0611;64.8667;51.8356;32.2565;67.7928;793.266;967.739;168.812
19:00;2.22902;62.7534;50.7704;34.7481;71.2016;853.241;926.87;171.846
20:00;2.76305;62.08;64.598;43.7664;69.7935;926.218;905.39;168.991
21:00;2.67617;50.7339;56.3873;38.5476;55.8704;830.467;890.867;136.394
22:00;2.77604;44.3796;53.2493;38.4804;50.2177;822.514;888.545;121.387
23:00;2.80253;48.0921;56.6283;40.0865;54.2015;888.811;883.393;131.264
