CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;0.712086;39.7256;20.0556;8.98783;27.7963;420.325;590.275;82.2
00:00;0.527263;23.0527;25.4241;7.42946;13.8902;309.423;551.291;44.3
01:00;0.401114;9.67872;21.7487;6.45209;4.87473;228.59;492.828;17.2
02:00;0.381576;8.84656;17.5387;6.12504;3.74481;244.933;423.055;14.5
03:00;0.371091;8.8625;10.7996;4.04503;3.83487;225.777;377.649;14.7
04:00;0.359408;10.2749;6.88793;3;3.63847;214.432;340.162;15.8
05:00;0.38102;22.8763;22.1707;4.43127;13.0291;228.374;307.677;42.8
06:00;0.517046;71.4904;62.2924;12.9242;91.1422;526.127;299.748;210.7
07:00;0.831202;87.7817;48.8651;11.7034;121.725;777.56;344.402;273.8
08:00;1.09469;104.517;71.6543;17.8214;222.854;1027.55;434.168;446.447
09:00;1.34229;102.579;28.3327;13.3126;210.732;1169.28;551.754;425.942
10:00;1.38148;88.3248;20.6435;11.9539;163.721;929.88;637.372;339.552
11:00;1.44597;58.6032;30.066;20.029;67.9435;602.14;684.418;162.832
12:00;1.6221;68.2399;31.769;21.0123;117.694;866.26;765.896;248.742
13:00;1.51904;73.7026;21.7859;15.1735;124.012;825.27;840.508;263.942
14:00;1.39443;61.9488;15.2996;11.3627;92.0511;664.42;857.795;203.14
15:00;1.41094;57.8778;11.645;9.36738;79.0937;658.68;842.935;179.205
16:00;2.0207;74.607;19.2085;15.9093;134.21;953.92;833.731;280.426
17:00;2.27916;74.3174;26.8497;22.6916;138.481;970.84;808.926;286.811
18:00;2.39624;67.9503;26.9972;22.8926;113.638;902.57;805.512;242.495
19:00;2.06855;47.1214;25.2397;21.6014;49.3791;490.58;834.566;122.825
20:00;1.57969;45.2191;22.246;19.1287;42.7631;490.9;780.897;110.761
21:00;1.45479;51.5166;20.3432;17.5569;47.7352;564.32;733.13;124.752
22:00;1.51681;45.2876;26.2162;21.5776;40.8618;538.85;718.83;107.994
23:00;1.68799;35.8475;46.9338;39.766;23.3601;472.74;701.711;71.6828
