CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;7.25375;15.8588;3.46362;91.4829;74.9129;44.857;1270.82;923.62;84.6726
01:00;6.55673;10.4237;3.55228;83.3798;68.3044;28.2213;1137.24;1016.4;53.7112
02:00;6.65999;12.1055;3.90991;88.1646;72.062;29.7939;1196.17;1108.4;57.8069
03:00;5.71479;18.7878;3.66164;85.1598;69.2744;21.6372;1134.86;1178.15;51.9762
04:00;6.42293;12.1465;3.97936;84.6733;69.5138;26.1759;1161.85;1214.18;52.3009
05:00;6.52818;13.6466;3.87961;90.202;74.0288;40.8285;1199.12;1218.35;76.2873
06:00;7.09114;13.8884;4.18921;88.9398;67.9864;50.4481;1169.01;1201.88;91.2825
07:00;5.81806;15.27;3.89069;82.2482;65.6794;93.7453;1292.17;1195.16;159.077
08:00;5.79258;18.2288;3.56041;69.856;57.6996;69.5144;1120.96;1176.42;124.871
09:00;5.6078;19.0019;3.88848;72.9742;59.5607;91.6618;1123.6;1174.72;159.624
10:00;4.41367;21.4585;4.15743;72.9214;55.6406;48.4435;900.92;1137.81;95.7786
11:00;4.96355;24.2712;6.59872;66.787;51.6006;24.294;783.877;1093.94;61.538
12:00;3.54098;12.7693;10.3038;68.3964;50.5583;2.6471;455.182;1084.24;16.8333
13:00;1.67839;23.3811;7.73764;41.7509;33.4777;2.56085;589.018;1065.09;27.3107
14:00;1.52096;15.2153;7.76942;32.5411;26.4128;1.32113;403.19;946.118;17.2436
15:00;1.31429;12.5286;6.53843;47.5074;32.7615;0.673726;438.758;828.926;13.5552
16:00;1.19578;16.6681;5.96579;29.1734;23.3162;1.91622;827.218;709.298;19.6077
17:00;6.09919;43.8215;4.86632;50.088;39.3124;49.817;850.952;595.158;120.236
18:00;5.877;48.2591;5.05252;71.8811;58.5212;18.9225;859.132;582.874;77.2825
19:00;5.075;27.9511;5.01262;56.3065;43.8351;3.00388;626.395;594.053;32.5593
20:00;4.55428;15.7185;4.98085;77.1527;62.2449;1.24942;540.359;631.921;17.6357
21:00;2.89843;15.0564;4.9742;61.223;50.4634;1.06618;510.898;631.231;16.6856
22:00;2.28676;11.6799;4.84711;49.1432;40.7332;0.887795;462.233;641.878;13.0355
23:00;1.98233;9.8105;5.00302;46.9983;39.158;0.759631;447.324;632.113;10.9711
